Prefectura de Tokushima,"Templo n.º 1, Jikuwazan Ichijouin Ryouzenji.",https://www.youtube.com/embed/1Bk2CgY8L1s?si=kYpWDbRTNSWJRQyG,
Prefectura de Tokushima,"Templo n.º 2, Nisshouzan Muryoujuin Gokurakuji.",https://www.youtube.com/embed/_AbIS3H0nZs?si=dHhK67jtYeF2ZnFb,
Prefectura de Tokushima,"Templo n.º 3, Kikouzan Shakain Konsenji.",https://www.youtube.com/embed/Fqubm5Inq6o?si=1QS6md_ezBTh1HEM,
Prefectura de Tokushima,"Templo n.º 4, Kokuganzan Henjouin Dainichiji.",https://www.youtube.com/embed/cJV1rED_knc?si=sxMhOXfn9P9tD1h1,
Prefectura de Tokushima,"Templo n.º 5, Mujinzan Shougonin Jizouji.",https://www.youtube.com/embed/_sefeldYGMk?si=2qfxLd9SLmBK5Jvb,
Prefectura de Tokushima,"Templo n.º 6, Onsenzan Rurikouin Anrakuji.",https://www.youtube.com/embed/JuFgdP6T6g8?si=EUHm2gQCACwLyOKh,
Prefectura de Tokushima,"Templo n.º 7, Koumyouzan Rengein Juurakuji.",https://www.youtube.com/embed/wanPPC94fqo?si=H4wXAFbvhKjxlQ2F,
Prefectura de Tokushima,"Templo n.º 8, Fumyouzan Shinkouin Kumadaniji.",https://www.youtube.com/embed/i36vNY_vjnQ?si=X-_q4b1Qz5L2e7eG,
Prefectura de Tokushima,"Templo n.º 9, Shoukakuzan Botaiin Hourinji.",https://www.youtube.com/embed/cCwViuR_cdU?si=-xIbV3w169cQF-HV,
Prefectura de Tokushima,"Templo n.º 10, Tokudozan Kanjouin Kirihataji.",https://www.youtube.com/embed/aqppwQ28gho?si=2hmYI3QAb14UHexF,
Prefectura de Tokushima,"Templo n.º 11, Kongouzan Ichijouin Fujiidera.",https://www.youtube.com/embed/rpFTT2zAJMc?si=diBDaK7Y9Zho-2N_,
Prefectura de Tokushima,"Templo n.º 12, Marozan Shoujuin Shousanji.",https://www.youtube.com/embed/ma9VxY_1L8Q?si=CXV6vAFp7gQwqIuy,
Prefectura de Tokushima,"Templo n.º 13, Oogurizan Kezouin Dainichiji.",https://www.youtube.com/embed/KNfE286mwdI?si=gAJDVFBJL-n67I9J,
Prefectura de Tokushima,"Templo n.º 14, Seijuzan Enmeiin Jourakuji.",https://www.youtube.com/embed/HrmaDP0s40s?si=gNlam8IDn5Ikct9a,
Prefectura de Tokushima,"Templo n.º 15, Yakuouzan Konjikiin Kokubunji.",https://www.youtube.com/embed/T4zeudJbj3o?si=RgzBqoOyhwOeZtdA,
Prefectura de Tokushima,"Templo n.º 16, Kouyouzan Senjuin Kanonji.",https://www.youtube.com/embed/rAorEHMIDlE?si=L37xhwAEtjaSJmwp,
Prefectura de Tokushima,"Templo n.º 17, Rurizan Shinpukuin Idoji.",https://www.youtube.com/embed/C6Bys5RytTw?si=VCSNCj3lujv1daiL,https://www.youtube.com/embed/C5iA9Jl7XBc?si=Z6LVA-Ro1_tcmGMm
Prefectura de Tokushima,"Templo n.º 18, Boyouzan Houjuin Onzanji.",https://www.youtube.com/embed/lpFINX7TgUY?si=swRZXl5Sx9SPOdCP,
Prefectura de Tokushima,"Templo n.º 19, Kyouchizan Maniin Tatsueji.",https://www.youtube.com/embed/THq4y4Tj6o4?si=m6ZWHeHsyoXpoD20,
Prefectura de Tokushima,"Templo n.º 20, Ryuujuzan Houjuin Kakurinji.",https://www.youtube.com/embed/sC6324HkQO0?si=eBpb2P0IjGkPkwkZ,
Prefectura de Tokushima,"Templo n.º 21, Shashinzan Joushuuin Tairyuuji.",https://www.youtube.com/embed/VODkiRVtybc?si=avGzJqz1RcWmg2bD,
Prefectura de Tokushima,"Templo n.º 22, Hakusuizan Iouin Byoudouji.",https://www.youtube.com/embed/rvQAy58rM5I?si=3clWD4squfzLNnrp,
Prefectura de Tokushima,"Templo n.º 23, Iouzan Muryoujuin Yakuouji.",https://www.youtube.com/embed/Em3GSOzYcDo?si=_MIhTrL1TR__6A_R,
Prefectura de Kochi,"Templo n.º 24, Murotozan Myoujouin Hotsumisakiji.",https://www.youtube.com/embed/M6qbIGKS_J8?si=OsU_eGnf5mfe5-Y1,
Prefectura de Kochi,"Templo n.º 25, Hoshuzan Shingonin Shinshouji.",https://www.youtube.com/embed/XQFcxDUYozM?si=aPaqw0_dyF4YxJ2H,
Prefectura de Kochi,"Templo n.º 26, Ryuuzuzan Koumyouin Kongouchouji.",https://www.youtube.com/embed/1F4lDP66jPA?si=_7XXFOxiJwaOSMb3,
Prefectura de Kochi,"Templo n.º 27, Chikurinzan Jizouin Kounomineji.",https://www.youtube.com/embed/6v3hawq8PMM?si=A7XkEm21RWp64lUR,
Prefectura de Kochi,"Templo n.º 28, Houkaizan Koushouin Dainichiji.",https://www.youtube.com/embed/JLPfkthFMjw?si=4mHmLYMHP_vmFiiW,
Prefectura de Kochi,"Templo n.º 29, Manisan Houzouin Kokubunji.",https://www.youtube.com/embed/DESvBm7P5AM?si=Fbv2HOBASqnu2iV4,
Prefectura de Kochi,"Templo n.º 30, Dodozan Toumyouin Zenrakuji.",https://www.youtube.com/embed/CdSQ1G6o_yI?si=P2dPjqlSSGcbHtgm,https://www.youtube.com/embed/TDKKKFEiD1Q?si=GU7pfMv5NfeCA0Sr
Prefectura de Kochi,"Templo n.º 31, Godaisan Konjikiin Chikurinji. ",https://www.youtube.com/embed/ukbLNfvziC0?si=cXemzdieJNfsHwcw,https://www.youtube.com/embed/CbbJtZFxhv4?si=TyrJB3l2J5G-iKwZ
Prefectura de Kochi,"Templo n.º 32, Hachiyouzan Gumonjiin Zenjibuji.",https://www.youtube.com/embed/5wzEdXegIhY?si=BjNrgae2SBKp5KMk,
Prefectura de Kochi,"Templo n.º 33, Koufukuzan Koufukuin Sekkeiji.",https://www.youtube.com/embed/TvMY0GRepQs?si=YhDLFApxl8dRG0cb,
